,PLC,Huh7,name,Fold_change
HMR_7756,4.35,0.57466,2-Phenylacetamide Amidohydrolase,7.569693383913966
HMR_7757,609.08,1075.88,HMR_7757,0.5661226159051195
HMR_7758,609.08,1075.88,HMR_7758,0.5661226159051195
HMR_7898,,,HMR_7898,
HMR_7900,,,HMR_7900,
HMR_7903,,,HMR_7903,
HMR_7906,,,HMR_7906,
HMR_7944,,,HMR_7944,
HMR_7947,,,HMR_7947,
HMR_7949,,,HMR_7949,
HMR_7977,,,HMR_7977,
HMR_8023,,,HMR_8023,
HMR_8056,,,HMR_8056,
HMR_8084,,,HMR_8084,
HMR_8086,,,HMR_8086,
HMR_8090,,,HMR_8090,
HMR_8271,1.8106,61.31,3-Galactosyl-N-Acetylglucosaminide 4-Alpha-L-Fucosyltransferase,0.02953188713097374
HMR_8287,0.097409,0.10883,HMR_8287,0.8950565101534503
HMR_8374,,,HMR_8374,
HMR_8395,99.99,77.42,HMR_8395,1.2915267372771893
HMR_8397,12.02,11.72,HMR_8397,1.0255972696245732
HMR_8399,12.02,11.72,HMR_8399,1.0255972696245732
HMR_8418,,,HMR_8418,
HMR_8475,166.91,168.39,HMR_8475,0.9912108795059089
HMR_8476,166.91,168.39,HMR_8476,0.9912108795059089
HMR_8501,155.88,208.92,Glyoxylate Reductase (NADP+),0.746122917863297
HMR_8505,,,HMR_8505,
HMR_8510,,,HMR_8510,
HMR_8562,,,HMR_8562,
HMR_8567,,,HMR_8567,
HMR_8570,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8571,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8572,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8573,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8574,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8575,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8576,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8577,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8578,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8579,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8580,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8582,571.4072,545.3952,Alpha-Amylase,1.047693855758173
HMR_8585,7.52,8.4,3-Phospho-D-Glyceroyl-Phosphate:Alpha-D-Glucose-1-Phosphate 6-Phosphotransferase,0.8952380952380952
HMR_8588,,,HMR_8588,
HMR_8590,,,HMR_8590,
HMR_8643,33.3164,35.2674,Carboxylesterase,0.9446797892671419
HMR_8670,42.8,51.84,HMR_8670,0.8256172839506172
HMR_8761,24.54,7.03,Ketohexokinase,3.490753911806543
HMR_8762,2558.55,2682.8,Fructose-Bisphosphate Aldolase,0.9536864469956762
HMR_8776,,,HMR_8776,
HMR_8877,0.21593,0.26191,HMR_8877,0.8244435111297775
HMR_8884,0.21593,0.26191,HMR_8884,0.8244435111297775
HMR_9019,,,HMR_9019,
HMR_9174,,,HMR_9174,
HMR_9175,,,HMR_9175,
HMR_9176,,,HMR_9176,
HMR_9177,,,HMR_9177,
HMR_9178,,,HMR_9178,
HMR_9179,,,HMR_9179,
HMR_9180,,,HMR_9180,
HMR_9184,,,HMR_9184,
HMR_9185,,,HMR_9185,
HMR_9187,,,HMR_9187,
HMR_9188,,,HMR_9188,
HMR_9189,,,HMR_9189,
HMR_9191,263.31,343.76,HMR_9191,0.7659704444961601
HMR_9561,0.3361,0.52055,HMR_9561,0.6456632408029969
HMR_9581,0.07,16.78,HMR_9581,0.004171632896305125
HMR_9582,2.7523,19.4052,HMR_9582,0.14183311689650197
HMR_9583,0.25648,0.4,HMR_9583,0.6411999999999999
HMR_9584,2.7523,19.4052,HMR_9584,0.14183311689650197
HMR_9590,28.12,41.12,HMR_9590,0.683852140077821
HMR_9593,16.51,22.27,HMR_9593,0.7413560844185003
HMR_9602,0.56444,0.42,HMR_9602,1.3439047619047622
HMR_9603,0.56444,0.42,HMR_9603,1.3439047619047622
HMR_9604,0.56444,0.42,HMR_9604,1.3439047619047622
HMR_9605,0.24893,48.3,HMR_9605,0.005153830227743272
HMR_9607,116.6,59.31,HMR_9607,1.9659416624515258
HMR_9608,116.6,59.31,HMR_9608,1.9659416624515258
HMR_9609,116.6,59.31,HMR_9609,1.9659416624515258
HMR_9610,0.18,0.06,HMR_9610,3.0
HMR_9612,,,HMR_9612,
HMR_9613,3.997,51.1,HMR_9613,0.07821917808219178
HMR_9614,0.4646,0.51344,HMR_9614,0.9048769086942973
HMR_9615,0.7182,0.77185,HMR_9615,0.9304916758437519
HMR_9617,0.49037,0.65475,HMR_9617,0.7489423444062618
HMR_9619,2.7523,19.4052,HMR_9619,0.14183311689650197
HMR_9620,0.19994,0.24917,HMR_9620,0.8024240478388249
HMR_9621,0.45763,0.66263,HMR_9621,0.6906267449406154
HMR_9622,0.55107,0.68,HMR_9622,0.8103970588235293
HMR_9623,0.31459,0.8,HMR_9623,0.39323749999999996
HMR_9624,0.31459,0.8,HMR_9624,0.39323749999999996
HMR_9625,,,HMR_9625,
HMR_9626,,,HMR_9626,
HMR_9627,,,HMR_9627,
HMR_9628,,,HMR_9628,
HMR_9629,,,HMR_9629,
HMR_9630,,,HMR_9630,
HMR_9631,,,HMR_9631,
HMR_9634,,,HMR_9634,
HMR_9635,,,HMR_9635,
HMR_9638,,,HMR_9638,
HMR_9639,,,HMR_9639,
HMR_9640,,,HMR_9640,
HMR_9642,,,HMR_9642,
HMR_9644,,,HMR_9644,
HMR_9647,,,HMR_9647,
HMR_9648,,,HMR_9648,
HMR_9652,,,HMR_9652,
HMR_9656,,,HMR_9656,
HMR_9657,,,HMR_9657,
HMR_9658,,,HMR_9658,
HMR_9660,,,HMR_9660,
HMR_9661,,,HMR_9661,
HMR_9662,,,HMR_9662,
HMR_9663,,,HMR_9663,
HMR_9665,,,HMR_9665,
HMR_9667,,,HMR_9667,
HMR_9669,,,HMR_9669,
HMR_9670,,,HMR_9670,
HMR_9671,,,HMR_9671,
HMR_9674,,,HMR_9674,
HMR_9676,,,HMR_9676,
HMR_9678,,,HMR_9678,
HMR_9679,,,HMR_9679,
HMR_9680,,,HMR_9680,
HMR_9716,,,HMR_9716,
HMR_9718,,,ATP:L-Homoserine O-Phosphotransferase,
HMR_9719,1448.11,1181.22,Enoyl Coenzyme A Hydratase,1.2259443626081508
HMR_9720,,,HMR_9720,
HMR_9726,0.2,4.55,5-Formyltetrahydrofolate:L-Glutamate N-Formiminotransferase,0.04395604395604396
HMR_9797,,,HMR_9797,
HMR_9801,22.35,8.7,GTP:5-Hydroxy-L-Lysine O-Phosphotransferase,2.56896551724138
HMR_9802,0.16,0.34,Glutaminase,0.47058823529411764
HMR_9803,,,3-Oxopropionyl Coenzyme A:NAD+ Oxidoreductase,
HMR_9804,33172.8455,29330.9094,HMR_9804,1.130985918220456
HMR_9805,0.071314,0.05,Sn-Glycero-3-Phosphocholine Cholinephosphohydrolase,1.42628
HMR_9807,22.05,7.86,5-Phosphonooxy-L-Lysine Phospho-Lyase,2.8053435114503817
sink_xolest2_hs_l,,,HMR_9712,
HMR_2957,313.739,597.6871,Long-Chain-Fatty-Acid Coenzyme A Ligase,0.5249218194603832
HMR_6580,88.2526,217.3838,1-Phosphatidylinositol-4-Phosphate 5-Kinase,0.4059759742906325
HMR_1635,8.13,25.73,Alpha-Methylacyl Coenzyme A Racemase,0.31597357170617957
HMR_1484,200.44,215.52,"4, 4-Dimethyl-5A-Cholesta-8, 24-Dien-3B-Ol:NADP+ D14-Oxidoreductase",0.930029695619896
HMR_0980,179.2175,108.84,Carbonyl Reductase (NADPH),1.6466142962146268
HMR_1467,87.32,349.34,"Presqualene-Diphosphate Diphosphate-Lyase (Reducing, Squalene-Forming)",0.2499570618881319
HMR_4816,1.359,0.6828,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",1.9903339191564149
HMR_1644,117.53,234.94,"3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholest-24-Enoyl Coenzyme A Hydratase",0.500255384353452
HMR_4772,90.23,98.12,Uroporphyrinogen Decarboxylase,0.9195882592743579
HMR_1500,37.81,41.91,3Beta-Hydroxysteroid 3-Dehydrogenase,0.9021713194941543
HMR_6672,,,HMR_6672,
EX_nadh_e,,,Exchange of Nicotinamide Adenine Dinucleotide - Reduced,
EX_glc_D_e,,,Exchange of D-Glucose ,
EX_sbt_D_e,,,Exchange of D-Sorbitol,
12DHCHOLabc,240.6204,101.26,12-Dehydrocholic acid ABC bile acid transporter,2.3762630851273947
12DHCHOLt,115.77,72.31,12-Dehydrocholic acid transport via bicarbonate countertransport,1.6010233715945235
12DHCHOLt2,0.43683,0.60259,12-Dehydrocholic acid transport via sodium cotransport,0.7249207587248379
3DHCAS,0.11,0.07,3-dehydrocholic acid formation,1.5714285714285714
3DHCDCAS,0.11,0.07,3-dehydro-chenodehydroxycholic acid formation,1.5714285714285714
3DHCDCHOLabc,240.6204,101.26,3-Dehydrochenodeoxycholic acid ABC bile acid transporter,2.3762630851273947
3DHCDCHOLt,115.77,72.31,3-Dehydrochenodeoxycholic acid transport via bicarbonate countertransport,1.6010233715945235
3DHCDCHOLt2,0.43683,0.60259,3-Dehydrochenodeoxycholic acid transport via sodium cotransport,0.7249207587248379
3DHCHOLabc,240.6204,101.26,3-Dehydrocholic acid  ABC bile acid transporter,2.3762630851273947
3DHCHOLt,115.77,72.31,3-Dehydrocholic acid  transport via bicarbonate countertransport,1.6010233715945235
3DHCHOLt2,0.43683,0.60259,3-Dehydrocholic acid  transport via sodium cotransport,0.7249207587248379
3DHDCAabc,180.0004,61.74,3-dehydro-deoxycholic acid ABC bile acid transporter,2.9154583738257207
3DHDCAS,0.11,0.07,3-dehydro-deoxycholic acid formation,1.5714285714285714
3DHDCAt,115.77,72.31,3-dehydro-deoxycholic acid transport via bicarbonate countertransport,1.6010233715945235
3DHDCAt2,0.43683,0.60259,3-dehydro-deoxycholic acid transport via sodium cotransport,0.7249207587248379
3DHLCAabc,180.0004,61.74,3-dehydro-lithocholic acid ABC bile acid transporter,2.9154583738257207
3DHLCAS,0.11,0.07,3-dehydro-lithocholic acid formation,1.5714285714285714
3DHLCAt,115.77,72.31,3-dehydro-lithocholic acid transport via bicarbonate countertransport,1.6010233715945235
3DHLCAt2,0.43683,0.60259,3-dehydro-lithocholic acid transport via sodium cotransport,0.7249207587248379
7DHCDCHOLabc,240.6204,101.26,7-Dehydrochenodeoxycholic acid ABC bile acid transporter,2.3762630851273947
7DHCDCHOLt,115.77,72.31,7-Dehydrochenodeoxycholic acid transport via bicarbonate countertransport,1.6010233715945235
7DHCDCHOLt2,0.43683,0.60259,7-Dehydrochenodeoxycholic acid transport via sodium cotransport,0.7249207587248379
7DHCHOLabc,240.6204,101.26,7-Dehydrocholic acid ABC bile acid transporter,2.3762630851273947
7DHCHOLt,115.77,72.31,7-Dehydrocholic acid transport via bicarbonate countertransport,1.6010233715945235
7DHCHOLt2,0.43683,0.60259,7-Dehydrocholic acid transport via sodium cotransport,0.7249207587248379
CA24GSc,0.45763,0.72,UDP-Glucuronosyltransferase (UGT) cytosolic (cholic acid),0.6355972222222223
CA24GSr,0.45763,0.72,UDP-Glucuronosyltransferase (UGT) (cholic acid),0.6355972222222223
CA24Gte,212.8704,67.91,Glucuronidated bile acid excretion (CA-24G),3.1345957885436606
CA24Gtr,,,Glucuronidated Compound Transport (CA-24G),
CA3Sabc,273.4904,107.43,Cholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
CA3St,1.0,9.31,Cholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
CASULT,0.13,48.4,Cholic acid sulfotransferase,0.0026859504132231405
CDCA24GSc,143.7994,1.76,UDP-Glucuronosyltransferase (UGT) cytosolic (chenodeoxycholic acid),81.70420454545454
CDCA24GSr,143.7994,1.76,UDP-Glucuronosyltransferase (UGT) (chenodeoxycholic acid),81.70420454545454
CDCA24Gte,213.3404,73.96,Glucuronidated bile acid excretion (CDCA-24G),2.8845375878853434
CDCA24Gtr,,,Glucuronidated Compound Transport (CDCA-24G),
CDCA3GSc,1.4276,4.23,UDP-Glucuronosyltransferase (UGT) cytosolic (chenodeoxycholic acid),0.33749408983451534
CDCA3GSr,1.4276,4.23,UDP-Glucuronosyltransferase (UGT) ER (chenodeoxycholic acid),0.33749408983451534
CDCA3Gte,213.3404,73.96,Glucuronidated bile acid excretion (CDCA-3G),2.8845375878853434
CDCA3Gtr,,,Glucuronidated Compound Transport (CDCA-3G),
HC02220t,1.0,9.31,Chenodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
CDCA6AH,0.11,0.07,Chenodeoxycholic acid 6alpha-hydroxylase,1.5714285714285714
COPROSTabc,240.6204,101.26,Coprostanol ABC bile acid transporter,2.3762630851273947
COPROSTt,115.77,72.31,Coprostanol transport via bicarbonate countertransport,1.6010233715945235
COPROSTt2,0.43683,0.60259,Coprostanol transport via sodium cotransport,0.7249207587248379
DCA24GSc,0.78763,3.29,UDP-Glucuronosyltransferase (UGT) cytosolic (deoxycholic acid),0.23940121580547113
DCA24GSr,0.78763,3.29,UDP-Glucuronosyltransferase (UGT) ER (deoxycholic acid),0.23940121580547113
DCA24Gte,213.3404,73.96,Glucuronidated bile acid excretion (DCA-24g),2.8845375878853434
DCA24Gtr,,,Glucuronidated Compound Transport (DCA-24g),
DCA3GSc,0.78763,3.29,UDP-Glucuronosyltransferase (UGT) cytosolic (deoxycholic acid),0.23940121580547113
DCA3GSr,0.78763,3.29,UDP-Glucuronosyltransferase (UGT) ER (deoxycholic acid),0.23940121580547113
DCA3Gte,213.3404,73.96,Glucuronidated bile acid excretion (DCA-3G),2.8845375878853434
DCA3Gtr,,,Glucuronidated Compound Transport (DCA-3G),
DCA3Sabc,273.4904,107.43,Deoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
DCA3St,1.0,9.31,Deoxycholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
DCASULT,0.13,48.4,Deoxycholic acid sulfotransferase,0.0026859504132231405
DM_12dhchol_c,,,DM_12dhchol(c),
DM_3dhcdchol_c,,,DM_3dhcdchol(c),
DM_3dhchol_c,,,DM_3dhchol(c),
DM_3dhdchol_c,,,DM_3dhdchol(c),
DM_3dhlchol_c,,,DM_3dhlchol(c),
DM_7dhcdchol_c,,,DM_7dhcdchol(c),
DM_7dhchol_c,,,DM_7dhchol(c),
DM_ca24g_c,,,DM_ca24g(c),
DM_ca3s_c,,,DM_ca3s(c),
DM_cdca24g_c,,,DM_cdca24g(c),
DM_cdca3g_c,,,DM_cdca3g(c),
DM_coprost_c,,,DM_coprost(c),
DM_dca24g_c,,,DM_dca24g(c),
DM_dca3g_c,,,DM_dca3g(c),
DM_dca3s_c,,,DM_dca3s(c),
DM_gca3s_c,,,DM_gca3s(c),
DM_gcdca3s_c,,,DM_gcdca3s(c),
DM_gdca3s_c,,,DM_gdca3s(c),
DM_gudca3s_c,,,DM_gudca3s(c),
DM_hca24g_c,,,DM_hca24g(c),
DM_hca6g_c,,,DM_hca6g(c),
DM_hdca24g_c,,,DM_hdca24g(c),
DM_hdca6g_c,,,DM_hdca6g(c),
DM_hyochol_c,,,DM_hyochol(c),
DM_icdchol_c,,,DM_icdchol(c),
DM_isochol_c,,,DM_isochol(c),
DM_lca24g_c,,,DM_lca24g(c),
DM_lca3g_c,,,DM_lca3g(c),
DM_lca3s_c,,,DM_lca3s(c),
DM_tca3s_c,,,DM_tca3s(c),
DM_tcdca3s_c,,,DM_tcdca3s(c),
DM_tdca3s_c,,,DM_tdca3s(c),
DM_thyochol_c,,,DM_thyochol(c),
DM_tudca3s_c,,,DM_tudca3s(c),
DM_uchol_c,,,DM_uchol(c),
DM_udca3s_c,,,DM_udca3s(c),
EX_12dhchol_e,,,EX_12dhchol(e),
EX_3dhcdchol_e,,,EX_3dhcdchol(e),
EX_3dhchol_e,,,EX_3dhchol(e),
EX_3dhdchol_e,,,EX_3dhdchol(e),
EX_3dhlchol_e,,,EX_3dhlchol(e),
EX_7dhcdchol_e,,,EX_7dhcdchol(e),
EX_7dhchol_e,,,EX_7dhchol(e),
EX_ca24g_e,,,EX_ca24g(e),
EX_ca3s_e,,,EX_ca3s(e),
EX_cdca24g_e,,,EX_cdca24g(e),
EX_cdca3g_e,,,EX_cdca3g(e),
EX_coprost_e,,,EX_coprost(e),
EX_dca24g_e,,,EX_dca24g(e),
EX_dca3g_e,,,EX_dca3g(e),
EX_dca3s_e,,,EX_dca3s(e),
EX_gca3s_e,,,EX_gca3s(e),
EX_gcdca3s_e,,,EX_gcdca3s(e),
EX_gdca3s_e,,,EX_gdca3s(e),
EX_gudca3s_e,,,EX_gudca3s(e),
EX_hca24g_e,,,EX_hca24g(e),
EX_hca6g_e,,,EX_hca6g(e),
EX_hdca24g_e,,,EX_hdca24g(e),
EX_hdca6g_e,,,EX_hdca6g(e),
EX_hyochol_e,,,EX_hyochol(e),
EX_icdchol_e,,,EX_icdchol(e),
EX_isochol_e,,,EX_isochol(e),
EX_lca24g_e,,,EX_lca24g(e),
EX_lca3g_e,,,EX_lca3g(e),
EX_lca3s_e,,,EX_lca3s(e),
EX_tca3s_e,,,EX_tca3s(e),
EX_tcdca3s_e,,,EX_tcdca3s(e),
EX_tdca3s_e,,,EX_tdca3s(e),
EX_thyochol_e,,,EX_thyochol(e),
EX_tudca3s_e,,,EX_tudca3s(e),
EX_uchol_e,,,EX_uchol(e),
EX_udca3s_e,,,EX_udca3s(e),
GCA3Sabc,273.4904,107.43,Glycocholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
GCA3St,1.0,9.31,Glycocholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
GCASULT,0.13,48.4,Glycocholic acid sulfotransferase,0.0026859504132231405
GCDCA3Sabc,273.4904,107.43,Glycochenodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
GCDCA3St,1.0,9.31,Glycochenodeoxycholic acid 3-sulfate via bicarbonate countertransport,0.10741138560687433
GCDCASULT,0.13,48.4,Glycochenodeoxycholic acid sulfotransferase,0.0026859504132231405
GDCA3Sabc,273.4904,107.43,Glycodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
GDCA3St,1.0,9.31,Glycodeoxycholic acid 3-sulfate via bicarbonate countertransport,0.10741138560687433
GDCASULT,0.13,48.4,Glycodeoxycholic acid sulfotransferase,0.0026859504132231405
GUDCA3Sabc,273.4904,107.43,Glycoursodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
GUDCA3St,1.0,9.31,Glycoursodeoxycholic acid 3-sulfate via bicarbonate countertransport,0.10741138560687433
GUDCASULT,0.13,48.4,Glycoursodeoxycholic acid sulfotransferase,0.0026859504132231405
HCA24GSc,1.4276,4.23,UDP-Glucuronosyltransferase (UGT) cytosolic (hyocholic acid),0.33749408983451534
HCA24GSr,1.4276,4.23,UDP-Glucuronosyltransferase (UGT) (hyocholic acid),0.33749408983451534
HCA24Gte,213.3404,73.96,Glucuronidated bile acid excretion (HCA-24G),2.8845375878853434
HCA24Gtr,,,Glucuronidated Compound Transport (HCA-24G),
HCA6GSc,6.65,11.96,UDP-Glucuronosyltransferase (UGT) cytosolic (hyocholic acid),0.5560200668896321
HCA6GSr,6.65,11.96,UDP-Glucuronosyltransferase (UGT) ER (hyocholic acid),0.5560200668896321
HCA6Gte,213.3404,73.96,Glucuronidated bile acid excretion (HCA-6G),2.8845375878853434
HCA6Gtr,,,Glucuronidated Compound Transport (HCA-6G),
HDCA24GSc,143.7994,1.76,UDP-Glucuronosyltransferase (UGT) cytosolic (hyodeoxycholic acid),81.70420454545454
HDCA24GSr,143.7994,1.76,UDP-Glucuronosyltransferase (UGT) (hyodeoxycholic acid),81.70420454545454
HDCA24Gte,213.3404,73.96,Glucuronidated bile acid excretion (HDCA-24G),2.8845375878853434
HDCA24Gtr,16175.98,13833.95,Glucuronidated Compound Transport (HDCA-24G),1.1692958265715865
HDCA6GSc,7.7476,13.62,UDP-Glucuronosyltransferase (UGT) cytosolic (hyodeoxycholic acid),0.5688399412628488
HDCA6GSr,7.7476,13.62,UDP-Glucuronosyltransferase (UGT) ER (hyodeoxycholic acid),0.5688399412628488
HDCA6Gte,213.3404,73.96,Glucuronidated bile acid excretion (HDCA-6G),2.8845375878853434
HDCA6Gtr,,,Glucuronidated Compound Transport (HDCA-6G),
HYOCHOLabc,180.0004,61.74,hyocholic acid ABC bile acid transporter,2.9154583738257207
HYOCHOLt,115.77,72.31,hyocholic acid transport via bicarbonate countertransport,1.6010233715945235
HYOCHOLt2,0.43683,0.60259,hyocholic acid transport via sodium cotransport,0.7249207587248379
HYOCHOLtr,,,Bile salt transport (hyocholic acid),
ICDCHOLabc,240.6204,101.26,Isochenodeoxycholic acid ABC bile acid transporter,2.3762630851273947
ICDCHOLt,115.77,72.31,Isochenodeoxycholic acid transport via bicarbonate countertransport,1.6010233715945235
ICDCHOLt2,0.43683,0.60259,Isochenodeoxycholic acid transport via sodium cotransport,0.7249207587248379
ISOCHOLabc,240.6204,101.26,Isocholic acid ABC bile acid transporter,2.3762630851273947
ISOCHOLt,115.77,72.31,Isocholic acid transport via bicarbonate countertransport,1.6010233715945235
ISOCHOLt2,0.43683,0.60259,Isocholic acid transport via sodium cotransport,0.7249207587248379
LCA24GSc,144.1294,4.33,UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid),33.286235565819865
LCA24GSr,144.1294,4.33,UDP-Glucuronosyltransferase (UGT) ER (lithocholic acid),33.286235565819865
LCA24Gte,213.3404,73.96,Glucuronidated bile acid excretion (LCA-24G),2.8845375878853434
LCA24Gtr,,,Glucuronidated Compound Transport (LCA-24G),
LCA3GSc,1.4276,4.23,UDP-Glucuronosyltransferase (UGT) cytosolic (lithocholic acid),0.33749408983451534
LCA3GSr,1.4276,4.23,UDP-Glucuronosyltransferase (UGT) ER (lithocholic acid),0.33749408983451534
LCA3Gte,213.3404,73.96,Glucuronidated bile acid excretion (LCA-3G),2.8845375878853434
LCA3Gtr,,,Glucuronidated Compound Transport (LCA-3G),
LCA3Sabc,273.4904,107.43,Lithocholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
LCA3St,1.0,9.31,Lithocholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
LCASULT,0.13,48.4,Lithocholic acid sulfotransferase,0.0026859504132231405
M02155tr,,,Bile salt transport (hyodeoxycholic acid),
TCA3Sabc,273.4904,107.43,Taurocholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
TCA3St,1.0,9.31,Taurocholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
TCASULT,0.13,48.4,Taurocholic acid sulfotransferase,0.0026859504132231405
TCDCA3Sabc,273.4904,107.43,Taurochenodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
TCDCA3St,1.0,9.31,Taurochenodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
TCDCA6AH,0.11,0.07,Taurochenodeoxycholic acid 6alpha-hydroxylase,1.5714285714285714
TCDCASULT,0.13,48.4,Taurochenodeoxycholic acid sulfotransferase,0.0026859504132231405
TDCA3Sabc,273.4904,107.43,Taurodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
TDCA3St,1.0,9.31,Taurodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
TDCASULT,0.13,48.4,Taurodeoxycholic acid sulfotransferase,0.0026859504132231405
THYOCHOLabc,180.0004,61.74,taurohyocholic acid ABC bile acid transporter,2.9154583738257207
THYOCHOLt,115.77,72.31,taurohyocholic acid transport via bicarbonate countertransport,1.6010233715945235
THYOCHOLt2,0.43683,0.60259,taurohyocholic acid transport via sodium cotransport,0.7249207587248379
TUDCA3Sabc,273.4904,107.43,Tauroursodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
TUDCA3St,1.0,9.31,Tauroursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
TUDCASULT,0.13,48.4,Tauroursodeoxycholic acid sulfotransferase,0.0026859504132231405
UCHOLabc,240.6204,101.26,Ursocholic acid ABC bile acid transporter,2.3762630851273947
UCHOLt,115.77,72.31,Ursocholic acid transport via bicarbonate countertransport,1.6010233715945235
UCHOLt2,0.43683,0.60259,Ursocholic acid transport via sodium cotransport,0.7249207587248379
UDCA3Sabc,273.4904,107.43,Ursodeoxycholic acid 3-sulfate ABC bile acid transporter,2.5457544447547242
UDCA3St,1.0,9.31,Ursodeoxycholic acid 3-sulfate transport via bicarbonate countertransport,0.10741138560687433
UDCASULT,0.13,48.4,Ursodeoxycholic acid sulfotransferase,0.0026859504132231405
UDCHOLt,115.77,72.31,Ursodeoxycholic acid transport via bicarbonate countertransport,1.6010233715945235
UDCHOLt2,0.43683,0.60259,Ursodeoxycholic acid transport via sodium cotransport,0.7249207587248379
12HTACRhr,2.49,8.64,oxidation of tacrolimus in hepatocytes,0.2881944444444445
12HTACRtu,,,efflux of 12-hydroxy tacrolimus into intestinal lumen by ABC transporter,
12HTACRtep,,,exit of 12-hydroxy tacrolimus into portal blood,
1331TAALThr,,,"demethylation of 13-O-desmethyl-tacrolimus to 13,31-O-Didesmethyl-tacrolimus in hepatocytes",
1331TACRhr,,,"demethylation of 31-O-desmethyl-tacrolimus to 13,31-O-Didesmethyl-tacrolimus in hepatocytes",
1331TACRteb,,,"efflux of 13,31-O-Didesmethyl-tacrolimus into bile",
1331TACRtev,,,"exit of 13,31-O-Didesmethyl-tacrolimus into hepatic vein",
13DMThr,,,demthylation of tacrolimus to 13-O-desmethyl tacrolimus in hepatocytes,
13DMTtu,,,efflux of 13-O-desmethyl tacrolimus into intestinal lumen by ABC transporter,
13DMTtep,,,exit of 13-O-desmethyl tacrolimus into portal blood,
14HMDZALThr,2.49,8.64,"oxidation of 4-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes",0.2881944444444445
14HMDZhr,2.49,8.64,"oxidation of 1-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes",0.2881944444444445
14MDZtev,,,"efflux of 1,4-Dihydroxy-midazolam into hepatic vein",
1513DTALThr,,,"demthylation of 15-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes",
1513DTACRhr,,,"demthylation of 13-O-desmethyl tacrolimus to 13,15-O-didesmethyl tacrolimus in hepatocytes",
1513TACRtu,,,"efflux of 13,15-O-didesmethyl tacrolimus into intestinal lumen by ABC transporter",
1513TACRtep,,,"exit of 13,15-O-didesmethyl tacrolimus into portal blood",
1531TACRhr,,,"demethylation of 15-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes",
1531TACRteb,,,"efflux of 15, 31-O-Didesmethyl-tacrolimus into bile",
1531TACRtev,,,"exit of 15, 31-O-Didesmethyl-tacrolimus into hepatic vein",
1531TALThr,,,"demethylation of 31-O-desmethyl tacrolimus to 15, 31-O-Didesmethyl-tacrolimus in hepatocytes",
15DMThr,,,demethylation of tacrolimus to 15-O-desmethyl tacrolimus in hepatocytes,
15DMTtu,,,efflux of 15-O-desmethyl tacrolimus into intestinal lumen by ABC transporter,
15DMTtep,,,exit of 15-O-desmethyl tacrolimus into portal blood,
1HIBUPGLUC_Sthv,,,release of 1-hydroxy S-ibuprofen-glucuronide into hepatic vein,
1HIBUP_SGLUhep,143.1018,138.4938,glucuronidation of 1-hydroxy ibuprofen,1.033272247566317
1HIBUP_Sthv,,,release of 1-hydroxy-ibuprofen into hepatic vein,
